date_reservation, date_accommodation_begin, nights7, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-05-28,  2024-07-19,  1,  Dubai,  Rove Downtown Dubai,  standard,  4,  2400,  0.2,  0.45000000000000007
2024-06-12,  2024-08-04,  4,  Antalya,  Titanic Beach Lara,  executive,  2,  32960,  0.3,  0.5
2024-05-26,  2024-07-14,  12,  Madrid,  Hotel Europa,  executive,  1, 25920,  0.2,  0.75
2024-05-24,  2024-07-12,  3,  Konya,  Derya Hotel,  suit,  5, 18750,  0.25,  0.45000000000000007
2024-06-05,  2024-07-29,  1,  Gaziantep,  Yunus Hotel,  large,  7,  6720,  0.25,  0.6000000000000001
2024-06-17,  2024-08-03,  1,  Aydın,  Infinity by Yelken,  large,  15, 26550,  0.30000000000000004,  0.7
2024-06-14,  2024-08-06,  3,  Londra,  Travelodge London Central,  deluxe,  8,  28080,  0.15000000000000002,  0.75
2024-06-03,  2024-07-18,  3,  San Francisco,  Chancellor Hotel,  large,  10, 25500,  0.25,  0.7
2024-05-30,  2024-07-23,  6,  Miami,  The Setai Miami Beach,  large,  2,  16920,  0.3,  0.5
2024-06-09,  2024-07-29,  2,  Antalya,  Ramada Plaza Antalya,  large,  2, 4960,  0.2,  0.85
2024-05-20,  2024-07-10,  2,  Singapur,  York Hotel Singapore,  suit,  1,  3680,  0.2,  0.4
2024-06-18,  2024-08-10,  10,  Konya,  Novotel Konya,  suit,  2,  39200,  0.30000000000000004,  0.4
2024-06-20,  2024-08-10,  5,  Mexico City,  Hilton Mexico City,  deluxe,  1,  8150,  0.35000000000000003,  0.85
2024-06-26,  2024-08-09,  14,  Bursa,  Sheraton Bursa Hotel,  standard,  3, 181020,  0.35,  1
2024-06-15,  2024-08-05,  2,  Paris,  Ibis Paris Montmartre,  large,  2,  3160,  0.15000000000000002,  0.6000000000000001
2024-06-07,  2024-07-24,  3,  Doha,  The St. Regis Doha,  large,  1, 7410,  0.4,  0.95
2024-06-07,  2024-07-27,  5,  Nairobi,  The Sarova Stanley,  executive,  5,  93750,  0.4,  1
2024-06-06,  2024-07-28,  2,  Tokyo,  Hotel Sunroute Plaza Shinjuku,  large,  4, 12400,  0.25,  1
2024-05-29,  2024-07-22,  1,  Nevşehir,  Shoestring Cave House,  suit,  9, 15750,  0.25,  0.30000000000000004
2024-06-11,  2024-08-03,  1,  Şanghay,  Novotel Shanghai Clover,  deluxe,  1, 1390,  0.35000000000000003,  0.55
2024-05-24,  2024-07-14,  12,  İstanbul,  Titanic City Taksim,  suit,  2, 57840,  0.25,  0.4
2024-05-31,  2024-07-23,  3,  Mersin,  Egemen Hotel,  standard,  1, 3030,  0.25,  0.75
2024-05-27,  2024-07-16,  4,  Milano,  Hotel Bolzano,  executive,  1,  7200,  0.15000000000000002,  0.30000000000000004
2024-06-19,  2024-08-02,  4,  Şanlıurfa,  Nevali Hotel,  standard,  10, 106400,  0.25,  0.95
2024-06-07,  2024-07-29,  6,  Barselona,  Mandarin Oriental,  executive,  2, 28440,  0.3,  1
2024-05-20,  2024-07-11,  10,  Bangkok,  Travelodge Sukhumvit,  executive,  1,  11900,  0.15000000000000002,  0.75
2024-05-22,  2024-07-13,  6,  Seul,  Lotte City Hotel,  deluxe,  5, 38700,  0.35000000000000003,  0.7
2024-05-20,  2024-07-14,  1,  Mexico City,  Hilton Mexico City,  suit,  1,  1930,  0.35000000000000003,  0.85
2024-06-01,  2024-07-16,  1,  Melbourne,  Grand Hyatt Melbourne,  large,  11, 49500,  0.3,  0.5
2024-05-19,  2024-07-12,  9,  Dubai,  Premier Inn Dubai,  suit,  5,  42300,  0.2,  0.75
2024-06-11,  2024-07-31,  1,  Sao Paulo,  Normandie Design Hotel,  deluxe,  8,  9920,  0.2,  0.30000000000000004
2024-05-28,  2024-07-18,  6,  Mersin,  Egemen Hotel,  deluxe,  3, 26460,  0.25,  0.75
2024-06-27,  2024-08-10,  1,  Madrid,  The Westin Palace Madrid,  standard,  1, 2960,  0.35,  1
2024-06-09,  2024-08-02,  5,  Riyadh,  Ibis Riyadh Olaya Street,  executive,  1,  5750,  0.15000000000000002,  0.6000000000000001
2024-06-08,  2024-07-28,  15,  Amsterdam,  Radisson Blu Hotel Amsterdam,  large,  1, 12900,  0.25,  0.4
2024-05-22,  2024-07-13,  1,  Pekin,  King’s Joy Hotel,  deluxe,  6,  6120,  0.30000000000000004,  0.6000000000000001
2024-06-10,  2024-07-30,  6,  Nairobi,  Villa Rosa Kempinski Nairobi,  deluxe,  2,  33000,  0.4,  0.5
2024-06-11,  2024-08-02,  3,  Mersin,  Ramada By Wyndham Mersin,  executive,  1,  6840,  0.30000000000000004,  1
2024-06-08,  2024-07-31,  13,  Moskova,  Holiday Inn Moscow,  suit,  1,  23530,  0.30000000000000004,  0.85
2024-06-17,  2024-08-02,  2,  İzmir,  Swissotel Buyuk Efes,  suit,  2, 12880,  0.4,  0.8
2024-06-14,  2024-08-07,  4,  Las Vegas,  Wynn Las Vegas,  executive,  5,  37200,  0.3,  1
2024-06-17,  2024-08-04,  2,  Riyadh,  Four Seasons Hotel Riyadh,  deluxe,  2, 20360,  0.25,  1
2024-05-25,  2024-07-18,  2,  Auckland,  Sofitel Auckland Viaduct Harbour,  standard,  2,  16160,  0.4,  0.5
2024-06-10,  2024-07-29,  2,  Gaziantep,  Tugcan Hotel,  deluxe,  7, 24780,  0.25,  0.5
2024-06-03,  2024-07-23,  9,  Bursa,  Efehan Hotel,  standard,  9, 45360,  0.25,  0.30000000000000004
2024-06-01,  2024-07-22,  5,  Cairo,  Osiris Hotel Cairo,  executive,  2,  14400,  0.2,  0.75
2024-06-03,  2024-07-27,  4,  Eskişehir,  Tasigo Hotels Eskisehir,  executive,  2, 24080,  0.4,  0.95
2024-06-04,  2024-07-26,  5,  Doha,  Plaza Inn Doha,  executive,  1,  6850,  0.15000000000000002,  0.6000000000000001
2024-06-09,  2024-07-24,  1,  Buenos Aires,  Alvear Palace Hotel,  large,  10, 31900,  0.35,  0.65
2024-06-20,  2024-08-08,  5,  İzmir,  Wyndham Grand Izmir Ozdilek,  suit,  1, 11400,  0.2,  0.7
2024-06-03,  2024-07-23,  14,  Hong Kong,  Ibis Hong Kong Central,  deluxe,  7, 97020,  0.30000000000000004,  0.30000000000000004
2024-05-18,  2024-07-11,  1,  Madrid,  Petit Palace Cliper Gran Via,  suit,  4, 6720,  0.30000000000000004,  0.30000000000000004
2024-05-19,  2024-07-13,  1,  Gaziantep,  Kucuk Velic Hotel,  suit,  4,  5760,  0.2,  0.75
2024-05-28,  2024-07-19,  3,  Jakarta,  Hotel NEO Jakarta,  executive,  1,  6990,  0.15000000000000002,  0.75
2024-05-28,  2024-07-21,  2,  Tokyo,  Keio Plaza Hotel,  executive,  2, 11000,  0.35000000000000003,  0.85
2024-06-05,  2024-07-30,  2,  Pekin,  Park Plaza Beijing Wangfujing,  executive,  2,  8120,  0.35000000000000003,  0.4
2024-06-04,  2024-07-18,  2,  Cape Town,  The Silo Hotel,  large,  9, 45540,  0.4,  0.65
2024-06-04,  2024-07-21,  2,  Los Angeles,  The Beverly Hills Hotel,  deluxe,  1, 7480,  0.3,  0.95
2024-05-24,  2024-07-17,  2,  Mexico City,  Four Seasons Hotel Mexico City,  executive,  1, 5660,  0.35,  0.5
2024-06-09,  2024-07-31,  1,  Johannesburg,  Protea Hotel by Marriott Johannesburg Balalaika Sandton,  suit,  5, 7750,  0.35000000000000003,  0.85
2024-06-07,  2024-07-28,  6,  Sao Paulo,  Radisson Blu Sao Paulo,  standard,  9, 78840,  0.25,  0.4
2024-06-09,  2024-08-02,  5,  Mersin,  Nobel Hotel,  executive,  1,  6900,  0.15000000000000002,  0.45000000000000007
2024-06-08,  2024-07-31,  1,  New York,  The Jane Hotel,  executive,  1,  1930,  0.15000000000000002,  0.45000000000000007
2024-06-19,  2024-08-02,  6,  Bali,  Four Seasons Resort Bali at Sayan,  standard,  6, 49320,  0.35,  1
2024-06-15,  2024-08-04,  5,  Cape Town,  The Table Bay Hotel,  executive,  2,  29400,  0.4,  0.95
2024-06-16,  2024-08-09,  2,  Amsterdam,  Mövenpick Hotel Amsterdam City Centre,  suit,  10,  51400,  0.25,  0.85
2024-05-27,  2024-07-12,  5,  Moskova,  Four Seasons Hotel Moscow,  large,  2, 42200,  0.3,  0.8
2024-06-11,  2024-08-02,  2,  Bursa,  Divan Bursa,  large,  9,  19800,  0.30000000000000004,  0.7
2024-05-25,  2024-07-13,  3,  Delhi,  The Metropolitan Hotel & Spa New Delhi,  suit,  1, 6750,  0.30000000000000004,  0.7
2024-05-19,  2024-07-10,  1,  Viyana,  Hotel Am Konzerthaus,  deluxe,  3,  5820,  0.30000000000000004,  1
2024-05-27,  2024-07-16,  1,  Singapur,  Village Hotel Bugis,  large,  4,  4840,  0.25,  0.85
2024-05-20,  2024-07-11,  5,  Ankara,  Murat Bey Konağı,  standard,  8,  27600,  0.2,  0.30000000000000004
2024-05-23,  2024-07-15,  2,  Trabzon,  Usta Park Hotel,  large,  2, 2800,  0.25,  0.75
2024-06-20,  2024-08-07,  6,  Bali,  The Stones Hotel - Legian Bali,  large,  6, 22680,  0.35000000000000003,  0.7
2024-06-16,  2024-08-06,  4,  Buenos Aires,  Hotel Lyon Buenos Aires,  deluxe,  9,  28800,  0.2,  0.30000000000000004
2024-06-03,  2024-07-19,  5,  San Francisco,  Four Seasons Hotel San Francisco,  suit,  5, 93500,  0.3,  1
2024-05-31,  2024-07-19,  3,  Mersin,  Dostlar Hotel,  executive,  1, 6930,  0.2,  0.6000000000000001
2024-06-01,  2024-07-22,  6,  Şanlıurfa,  Hanımağa Konağı,  executive,  2, 14400,  0.25,  0.75
2024-06-02,  2024-07-25,  6,  Sydney,  Park Hyatt Sydney,  executive,  2,  30960,  0.25,  0.65
2024-06-10,  2024-08-03,  5,  Miami,  Best Western Plus Miami-Doral/Dolphin Mall,  large,  8,  20400,  0.30000000000000004,  0.75
2024-05-18,  2024-07-11,  5,  Pekin,  Novotel Beijing Peace,  executive,  2, 22800,  0.35000000000000003,  0.55
2024-06-22,  2024-08-10,  4,  Paris,  Timhotel Opera Blanche,  executive,  1, 8440,  0.15000000000000002,  0.75
2024-06-19,  2024-08-09,  2,  Nevşehir,  Kayakapi Premium Caves,  deluxe,  4,  17360,  0.25,  0.65
2024-06-10,  2024-08-01,  1,  Konya,  Konak Otel,  large,  1, 870,  0.15000000000000002,  0.45000000000000007
2024-06-20,  2024-08-08,  2,  Şanlıurfa,  Manici Hotel,  large,  8, 19520,  0.30000000000000004,  0.85
2024-06-21,  2024-08-05,  2,  Şanghay,  Holiday Inn Shanghai,  standard,  2, 6640,  0.35000000000000003,  0.4
2024-05-21,  2024-07-14,  4,  Şanghay,  Ibis Shanghai Yu Garden,  suit,  1, 6680,  0.30000000000000004,  0.45000000000000007
2024-06-05,  2024-07-25,  12,  Londra,  The Savoy,  executive,  1,  33480,  0.3,  0.8
2024-06-05,  2024-07-23,  3,  Kuala Lumpur,  Shangri-La Hotel Kuala Lumpur,  deluxe,  1, 12690,  0.3,  0.5
2024-06-04,  2024-07-26,  2,  Bali,  Hotel Terrace at Kuta,  large,  14,  25480,  0.30000000000000004,  0.30000000000000004
2024-06-15,  2024-08-01,  8,  Antalya,  Akra Barut,  standard,  15, 384000,  0.3,  1
2024-06-10,  2024-08-04,  3,  Ankara,  Radisson Blu Ankara,  executive,  1,  7950,  0.35000000000000003,  0.7
2024-06-11,  2024-07-26,  1,  Pekin,  Rosewood Beijing,  deluxe,  2, 8840,  0.4,  1
2024-05-23,  2024-07-16,  7,  Amsterdam,  Hotel Espresso,  deluxe,  1,  6510,  0.2,  0.75
2024-05-26,  2024-07-11,  1,  Johannesburg,  The Michelangelo Hotel,  large,  5, 11250,  0.4,  0.5
2024-06-18,  2024-08-06,  4,  Antalya,  SunAnatolia Otel,  large,  10, 27600,  0.2,  0.30000000000000004
2024-05-28,  2024-07-21,  5,  İzmir,  Met Boutique Hotel,  executive,  1, 6450,  0.2,  0.45000000000000007
2024-06-07,  2024-07-20,  1,  Şanghay,  Mandarin Oriental Pudong,  standard,  4, 9920,  0.3,  0.5
2024-06-20,  2024-08-09,  12,  Konya,  Anemon Konya Hotel,  large,  4, 50400,  0.25,  0.4
2024-05-27,  2024-07-15,  5,  Dubai,  Burj Al Arab,  standard,  8, 97200,  0.25,  0.8
2024-05-29,  2024-07-20,  15,  Rio de Janeiro,  Hotel Atlantico Business Centro,  standard,  10,  151500,  0.25,  0.6000000000000001
2024-06-21,  2024-08-04,  4,  Jakarta,  Hotel Indonesia Kempinski,  suit,  8, 115200,  0.35,  0.8
2024-06-08,  2024-08-02,  1,  Rio de Janeiro,  Royal Rio Palace Hotel,  executive,  1,  2100,  0.2,  0.75
2024-05-24,  2024-07-13,  8,  Barselona,  Hotel Arts Barcelona,  deluxe,  2, 63840,  0.4,  1
2024-06-15,  2024-08-06,  10,  Bali,  Courtyard by Marriott Bali,  suit,  1,  15300,  0.25,  0.55
2024-06-03,  2024-07-15,  2,  Eskişehir,  Divan Express Eskisehir,  suit,  22, 133760,  0.4,  0.65
2024-05-17,  2024-07-11,  5,  Auckland,  Kiwi International Hotel,  executive,  2,  14800,  0.25,  0.6000000000000001
2024-06-10,  2024-07-30,  8,  Roma,  Hassler Roma,  suit,  21, 509040,  0.4,  1
2024-06-10,  2024-07-30,  2,  Antalya,  Grand Gulluk Hotel,  executive,  1, 3280,  0.25,  0.45000000000000007
2024-05-30,  2024-07-20,  3,  Los Angeles,  Sheraton Grand Los Angeles,  suit,  13,  95940,  0.2,  0.85
2024-05-21,  2024-07-12,  4,  Amsterdam,  Ibis Amsterdam Centre,  large,  6,  22080,  0.2,  0.6000000000000001
2024-05-21,  2024-07-10,  13,  Auckland,  Ibis Budget Auckland Central,  deluxe,  2,  36660,  0.15000000000000002,  0.30000000000000004
2024-06-22,  2024-08-10,  13,  Doha,  Holiday Inn Doha,  executive,  2, 67860,  0.30000000000000004,  0.4
2024-06-18,  2024-08-09,  6,  Melbourne,  The Langham,  executive,  3,  62460,  0.35,  0.65
2024-05-31,  2024-07-18,  3,  Paris,  Shangri-La Hotel Paris,  suit,  4, 42240,  0.4,  1
2024-06-21,  2024-08-07,  1,  Cape Town,  The Table Bay Hotel,  standard,  13, 57850,  0.4,  0.95
2024-06-02,  2024-07-20,  1,  Roma,  Hotel de Russie,  standard,  10, 42700,  0.3,  1
2024-06-11,  2024-07-29,  1,  Moskova,  Four Seasons Hotel Moscow,  large,  2, 7960,  0.3,  0.8
2024-06-21,  2024-08-03,  4,  Tokyo,  Shibuya Excel Hotel Tokyu,  standard,  30, 178800,  0.35000000000000003,  0.85
2024-06-07,  2024-07-30,  2,  Hong Kong,  Regal Hongkong Hotel,  executive,  2,  10720,  0.2,  0.55
2024-05-25,  2024-07-17,  9,  Los Angeles,  The Ritz-Carlton,  deluxe,  2,  32040,  0.4,  1
2024-06-07,  2024-07-27,  1,  Mexico City,  St. Regis Mexico City,  deluxe,  13,  44460,  0.4,  0.8
2024-06-08,  2024-07-25,  11,  Ankara,  Swissotel Ankara,  standard,  5, 114400,  0.35,  0.65
2024-05-28,  2024-07-12,  2,  Mexico City,  Hilton Mexico City,  large,  33, 99000,  0.35000000000000003,  0.85
2024-06-10,  2024-07-30,  1,  Muğla,  Yacht Classic Hotel,  executive,  2,  5620,  0.35000000000000003,  0.7
2024-06-11,  2024-07-31,  3,  Madrid,  Hotel Ritz Madrid,  standard,  7,  51450,  0.35,  1
2024-05-28,  2024-07-18,  3,  Sao Paulo,  Normandie Design Hotel,  standard,  2,  4080,  0.2,  0.30000000000000004
2024-06-14,  2024-08-07,  1,  Paris,  Hotel Opera Cadet,  executive,  2,  3520,  0.15000000000000002,  0.6000000000000001
2024-06-23,  2024-08-09,  7,  Viyana,  The Ritz-Carlton,  deluxe,  1, 14980,  0.4,  1
2024-06-13,  2024-08-06,  4,  Auckland,  Ibis Budget Auckland Central,  deluxe,  2,  11520,  0.15000000000000002,  0.30000000000000004
2024-05-21,  2024-07-13,  14,  Melbourne,  The Savoy Hotel,  executive,  2,  77840,  0.25,  0.85
2024-06-04,  2024-07-22,  1,  Cape Town,  The Table Bay Hotel,  suit,  4, 9880,  0.4,  0.95
2024-05-29,  2024-07-22,  1,  Moskova,  Holiday Inn Moscow,  executive,  2,  4420,  0.30000000000000004,  0.85
2024-06-11,  2024-07-27,  4,  Moskova,  Mercure Moscow Baumanskaya,  standard,  1, 6320,  0.25,  0.4
2024-06-09,  2024-08-01,  2,  Dubai,  Burj Al Arab,  suit,  15, 63000,  0.25,  0.8
2024-06-01,  2024-07-23,  2,  Mersin,  Hilton Mersin,  deluxe,  3,  19020,  0.3,  1
2024-06-08,  2024-07-24,  7,  Mersin,  Radisson Blu Hotel,  deluxe,  3, 38430,  0.25,  1
2024-06-20,  2024-08-07,  1,  Mersin,  Atlıhan Hotel,  large,  1, 1970,  0.25,  0.55
2024-06-25,  2024-08-07,  5,  Cape Town,  Southern Sun The Cullinan,  standard,  11, 42350,  0.35000000000000003,  0.85
2024-05-25,  2024-07-12,  10,  Amsterdam,  InterContinental Amstel Amsterdam,  deluxe,  1, 42400,  0.35,  1
2024-06-08,  2024-07-30,  2,  Muğla,  Hotel Dort Mevsim,  suit,  3,  10560,  0.25,  0.45000000000000007
2024-06-23,  2024-08-05,  11,  Sydney,  Novotel Sydney Central,  large,  5, 89100,  0.25,  0.85
2024-05-24,  2024-07-14,  4,  Trabzon,  Novotel Trabzon,  standard,  2,  33920,  0.4,  0.95
2024-06-08,  2024-07-31,  2,  Auckland,  Ibis Budget Auckland Central,  suit,  1,  3660,  0.15000000000000002,  0.30000000000000004
2024-06-20,  2024-08-06,  10,  Pekin,  The Peninsula Beijing,  deluxe,  1, 46400,  0.4,  0.8
2024-06-02,  2024-07-26,  2,  Bursa,  Almira Hotel,  executive,  3,  15120,  0.4,  1
2024-06-19,  2024-08-10,  5,  Mumbai,  Hotel Bawa International,  standard,  1, 2750,  0.2,  0.30000000000000004
2024-05-27,  2024-07-10,  4,  Barselona,  H10 Casanova,  deluxe,  2, 16880,  0.25,  0.7
2024-06-20,  2024-08-08,  11,  Pekin,  King’s Joy Hotel,  executive,  1, 14520,  0.30000000000000004,  0.6000000000000001
2024-05-30,  2024-07-13,  5,  Sao Paulo,  Hotel Unique Sao Paulo,  suit,  1, 10650,  0.25,  1
2024-06-12,  2024-07-29,  4,  Antalya,  Ramada Plaza Antalya,  deluxe,  1, 4680,  0.2,  0.85
2024-05-30,  2024-07-16,  9,  Milano,  Uptown Palace,  standard,  2, 39420,  0.35000000000000003,  0.7
2024-06-20,  2024-08-03,  13,  Rio de Janeiro,  Arena Copacabana Hotel,  standard,  5, 127400,  0.25,  0.4
2024-05-23,  2024-07-12,  6,  Ankara,  Sheraton Ankara,  executive,  2, 27480,  0.25,  1
2024-05-19,  2024-07-11,  3,  Kuala Lumpur,  Hotel Sentral Kuala Lumpur,  standard,  11,  24090,  0.25,  0.30000000000000004
2024-06-15,  2024-08-01,  2,  Pekin,  Holiday Inn Express Beijing Dongzhimen,  standard,  5, 18500,  0.2,  0.85
2024-06-19,  2024-08-08,  2,  Bangkok,  Amari Watergate Bangkok,  executive,  2,  6400,  0.25,  0.55
2024-05-30,  2024-07-16,  2,  Trabzon,  TS Gold Hotel,  deluxe,  2, 10440,  0.30000000000000004,  0.85
2024-05-31,  2024-07-24,  7,  Prag,  Hotel Clement,  large,  2, 11480,  0.15000000000000002,  0.75
2024-06-11,  2024-07-29,  12,  Milano,  Uptown Palace,  large,  1, 27960,  0.35000000000000003,  0.7
2024-06-14,  2024-08-02,  5,  Mumbai,  Trident Nariman Point,  deluxe,  5, 51250,  0.2,  0.55
2024-06-09,  2024-07-29,  4,  Delhi,  Bloomrooms @ New Delhi Railway Station,  large,  7,  17080,  0.2,  0.6000000000000001
2024-06-10,  2024-07-31,  2,  Auckland,  President Hotel,  suit,  10,  19800,  0.15000000000000002,  0.75
2024-06-12,  2024-08-03,  1,  Seul,  The Plaza Seoul,  standard,  2, 3560,  0.35000000000000003,  1
2024-06-12,  2024-07-30,  1,  Eskişehir,  Grand Namli Hotel,  large,  8, 10960,  0.30000000000000004,  0.7
2024-06-28,  2024-08-10,  4,  Las Vegas,  New York-New York Hotel & Casino,  deluxe,  4, 37120,  0.30000000000000004,  0.4
2024-05-27,  2024-07-13,  11,  Londra,  Claridge's,  standard,  1, 27500,  0.3,  0.5
2024-06-08,  2024-07-31,  3,  Dubai,  Premier Inn Dubai,  large,  8,  13440,  0.2,  0.75
2024-05-31,  2024-07-15,  3,  Mumbai,  ITC Maratha,  large,  3, 14220,  0.30000000000000004,  0.85
2024-06-23,  2024-08-09,  1,  Sydney,  Shangri-La Hotel Sydney,  standard,  28, 82880,  0.35,  0.8
2024-06-12,  2024-08-02,  2,  Sydney,  Novotel Sydney Central,  executive,  2,  11160,  0.25,  0.85
2024-05-29,  2024-07-13,  2,  Amsterdam,  Mövenpick Hotel Amsterdam City Centre,  standard,  2, 8800,  0.25,  0.85
2024-05-30,  2024-07-22,  13,  Barselona,  Hotel Praktik Rambla,  deluxe,  8,  152880,  0.25,  0.45000000000000007
2024-06-05,  2024-07-20,  4,  Trabzon,  Zorlu Grand Hotel,  large,  2, 8240,  0.35000000000000003,  0.55
2024-06-10,  2024-07-29,  1,  Sydney,  Metro Hotel Marlow Sydney Central,  suit,  1, 1010,  0.30000000000000004,  0.45000000000000007
2024-06-17,  2024-08-07,  11,  Prag,  Ibis Praha Old Town,  executive,  2,  36300,  0.30000000000000004,  0.30000000000000004
2024-06-20,  2024-08-01,  9,  Viyana,  Palais Hansen Kempinski,  standard,  1, 16200,  0.25,  0.5
2024-06-05,  2024-07-26,  1,  Londra,  Premier Inn London,  deluxe,  1, 1580,  0.25,  0.30000000000000004
2024-06-11,  2024-07-24,  4,  Moskova,  Holiday Inn Moscow,  standard,  2, 11360,  0.30000000000000004,  0.85
2024-06-01,  2024-07-23,  6,  Milano,  Hotel Berna,  suit,  1, 10560,  0.25,  0.45000000000000007
2024-06-06,  2024-07-21,  2,  Dubai,  Hilton Garden Inn Dubai,  standard,  2, 3840,  0.35000000000000003,  1
2024-05-21,  2024-07-11,  4,  Adana,  Divan Adana,  standard,  18,  160560,  0.35,  0.65
2024-06-26,  2024-08-10,  2,  Adana,  Hotel Seyhan,  large,  3, 11100,  0.2,  0.55
2024-06-11,  2024-07-31,  10,  Miami,  Fontainebleau Miami Beach,  executive,  2, 32400,  0.3,  0.5
2024-05-20,  2024-07-11,  1,  Singapur,  York Hotel Singapore,  executive,  2, 4480,  0.2,  0.4
2024-06-19,  2024-08-10,  2,  Bursa,  Marriott Bonvoy,  suit,  2,  5600,  0.25,  0.30000000000000004
2024-05-19,  2024-07-12,  5,  Bangkok,  Red Planet Bangkok,  large,  15, 41250,  0.2,  0.6000000000000001
2024-06-04,  2024-07-23,  5,  Mumbai,  The St. Regis Mumbai,  suit,  1, 9450,  0.30000000000000004,  1
2024-06-10,  2024-08-02,  3,  Madrid,  Hotel Nuevo Boston,  suit,  9, 79920,  0.35000000000000003,  0.55
2024-05-22,  2024-07-15,  6,  Gaziantep,  Dedeman Park Gaziantep,  suit,  4,  35520,  0.30000000000000004,  0.55
2024-06-11,  2024-08-04,  2,  Muğla,  D-Resort Gocek,  executive,  2, 15080,  0.25,  0.65
2024-06-09,  2024-08-02,  5,  Antalya,  Ramada Plaza Antalya,  executive,  1, 9500,  0.2,  0.85
2024-05-17,  2024-07-10,  13,  Las Vegas,  Excalibur Hotel,  deluxe,  11,  148720,  0.30000000000000004,  0.30000000000000004
2024-06-11,  2024-08-02,  1,  Las Vegas,  New York-New York Hotel & Casino,  standard,  3,  4350,  0.30000000000000004,  0.4
2024-06-12,  2024-08-02,  1,  Viyana,  Star Inn Hotel Wien,  large,  3,  2850,  0.2,  0.30000000000000004
2024-06-01,  2024-07-17,  1,  Nairobi,  The Sarova Stanley,  large,  1, 3000,  0.4,  1
2024-05-31,  2024-07-20,  1,  Mexico City,  St. Regis Mexico City,  suit,  1,  3370,  0.4,  0.8
2024-05-29,  2024-07-12,  1,  Muğla,  Montana Pine Resort,  large,  2, 2340,  0.35000000000000003,  0.55
2024-06-19,  2024-08-10,  4,  Delhi,  Hotel City Star,  deluxe,  8,  48000,  0.15000000000000002,  0.45000000000000007
2024-06-07,  2024-07-22,  6,  Cairo,  The Nile Ritz-Carlton Cairo,  standard,  2, 53520,  0.4,  0.65
2024-06-07,  2024-07-29,  5,  Amsterdam,  DoubleTree by Hilton Amsterdam,  deluxe,  2,  22700,  0.30000000000000004,  1
2024-06-07,  2024-07-22,  1,  Las Vegas,  Treasure Island,  standard,  9, 10440,  0.30000000000000004,  0.7
2024-05-25,  2024-07-17,  9,  Prag,  Art Deco Imperial Hotel,  suit,  2,  31860,  0.25,  0.7
2024-05-27,  2024-07-11,  1,  Paris,  Four Seasons Hotel George V,  large,  10, 37300,  0.25,  1
2024-05-20,  2024-07-10,  4,  Antalya,  SunAnatolia Otel,  large,  2, 5520,  0.2,  0.30000000000000004
2024-06-07,  2024-07-26,  2,  Cape Town,  One&Only Cape Town,  suit,  1, 5360,  0.4,  0.8
2024-06-03,  2024-07-19,  13,  Trabzon,  Zorlu Grand Hotel,  deluxe,  8, 153920,  0.35000000000000003,  0.55
2024-05-29,  2024-07-23,  4,  Roma,  Hassler Roma,  standard,  1,  19000,  0.4,  1
2024-06-04,  2024-07-27,  5,  Doha,  Premier Inn Doha Education City,  standard,  1, 3500,  0.2,  0.75
2024-05-31,  2024-07-23,  4,  Aydın,  Ilayda Avantgarde,  suit,  2,  13760,  0.2,  0.45000000000000007
2024-05-25,  2024-07-17,  6,  Bangkok,  Red Planet Bangkok,  suit,  3,  15120,  0.2,  0.6000000000000001
2024-06-02,  2024-07-24,  3,  Mersin,  Egemen Hotel,  executive,  1, 6420,  0.25,  0.75
2024-06-21,  2024-08-04,  15,  Madrid,  Hotel Nuevo Boston,  standard,  9, 314550,  0.35000000000000003,  0.55
2024-06-09,  2024-07-31,  2,  Hong Kong,  Hotel Sav Hong Kong,  standard,  1, 2040,  0.30000000000000004,  0.75
2024-06-13,  2024-08-03,  2,  Buenos Aires,  Hotel Pulitzer Buenos Aires,  suit,  1,  5040,  0.2,  0.55
2024-06-15,  2024-07-28,  1,  Londra,  The Ritz London,  standard,  3, 12270,  0.35,  1
2024-06-08,  2024-08-01,  14,  Mexico City,  Hotel Amigo Suites,  large,  3, 47040,  0.25,  0.6000000000000001
2024-06-12,  2024-07-27,  3,  Nevşehir,  Kayakapi Premium Caves,  deluxe,  5, 30150,  0.25,  0.65
2024-05-25,  2024-07-17,  1,  Cairo,  Pyramids View Inn,  executive,  3, 5940,  0.2,  0.6000000000000001
2024-06-11,  2024-07-24,  3,  Mumbai,  The Oberoi Mumbai,  suit,  1, 7740,  0.25,  0.8
2024-05-27,  2024-07-20,  4,  Dubai,  Premier Inn Dubai,  standard,  4,  7040,  0.2,  0.75
2024-06-16,  2024-08-01,  2,  Kuala Lumpur,  Mandarin Oriental Kuala Lumpur,  standard,  15, 106800,  0.3,  0.65
2024-05-27,  2024-07-12,  10,  Delhi,  The Metropolitan Hotel & Spa New Delhi,  large,  8, 132800,  0.30000000000000004,  0.7
2024-06-26,  2024-08-10,  8,  Jakarta,  The Ritz-Carlton Jakarta,  deluxe,  10, 387200,  0.4,  0.8
2024-06-07,  2024-07-25,  5,  Adana,  Sheraton Grand Adana,  suit,  4, 68800,  0.4,  1
2024-06-12,  2024-07-27,  14,  Şanghay,  Mandarin Oriental Pudong,  standard,  2, 69440,  0.3,  0.5
